Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Sunderland,E08000024,Upper tier local authority,2020-04-17,38,NA,NA,882,NA,NA
South Tyneside,E08000023,Upper tier local authority,2020-04-17,24,NA,NA,357,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-04-17,12,NA,NA,379,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-17,18,NA,NA,714,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-04-17,38,NA,NA,1671,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-04-17,21,NA,NA,505,NA,NA
Doncaster,E08000017,Upper tier local authority,2020-04-17,19,NA,NA,320,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-04-17,16,NA,NA,476,NA,NA
Wirral,E08000015,Upper tier local authority,2020-04-17,30,NA,NA,789,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-17,26,NA,NA,659,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-04-17,22,NA,NA,489,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-17,35,NA,NA,1152,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-04-17,26,NA,NA,412,NA,NA
Wigan,E08000010,Upper tier local authority,2020-04-17,20,NA,NA,440,NA,NA
Trafford,E08000009,Upper tier local authority,2020-04-17,10,NA,NA,461,NA,NA
Tameside,E08000008,Upper tier local authority,2020-04-17,11,NA,NA,374,NA,NA
Stockport,E08000007,Upper tier local authority,2020-04-17,21,NA,NA,633,NA,NA
Salford,E08000006,Upper tier local authority,2020-04-17,20,NA,NA,464,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-04-17,7,NA,NA,323,NA,NA
Oldham,E08000004,Upper tier local authority,2020-04-17,17,NA,NA,454,NA,NA
Manchester,E08000003,Upper tier local authority,2020-04-17,13,NA,NA,841,NA,NA
Bury,E08000002,Upper tier local authority,2020-04-17,28,NA,NA,333,NA,NA
Bolton,E08000001,Upper tier local authority,2020-04-17,26,NA,NA,567,NA,NA
Dorset,E06000059,Upper tier local authority,2020-04-17,9,NA,NA,243,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-17,13,NA,NA,334,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-04-17,25,NA,NA,581,NA,NA
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-17,22,NA,NA,387,NA,NA
Bedford,E06000055,Upper tier local authority,2020-04-17,16,NA,NA,334,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-04-17,9,NA,NA,326,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-17,14,NA,NA,398,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-04-17,21,NA,NA,340,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-17,33,NA,NA,577,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-04-17,30,NA,NA,602,NA,NA
County Durham,E06000047,Upper tier local authority,2020-04-17,36,NA,NA,928,NA,NA
Isle of Wight,E06000046,Upper tier local authority,2020-04-17,1,NA,NA,69,NA,NA
Southampton,E06000045,Upper tier local authority,2020-04-17,19,NA,NA,344,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-04-17,8,NA,NA,231,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-04-17,15,NA,NA,304,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-04-17,13,NA,NA,390,NA,NA
Wokingham,E06000041,Upper tier local authority,2020-04-17,27,NA,NA,277,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-17,7,NA,NA,206,NA,NA
Slough,E06000039,Upper tier local authority,2020-04-17,10,NA,NA,316,NA,NA
Reading,E06000038,Upper tier local authority,2020-04-17,19,NA,NA,360,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-04-17,10,NA,NA,233,NA,NA
Bracknell Forest,E06000036,Upper tier local authority,2020-04-17,6,NA,NA,168,NA,NA
Medway,E06000035,Upper tier local authority,2020-04-17,25,NA,NA,496,NA,NA
Thurrock,E06000034,Upper tier local authority,2020-04-17,4,NA,NA,231,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-17,1,NA,NA,255,NA,NA
Luton,E06000032,Upper tier local authority,2020-04-17,24,NA,NA,496,NA,NA
Peterborough,E06000031,Upper tier local authority,2020-04-17,11,NA,NA,151,NA,NA
Swindon,E06000030,Upper tier local authority,2020-04-17,11,NA,NA,267,NA,NA
Torbay,E06000027,Upper tier local authority,2020-04-17,16,NA,NA,127,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-04-17,7,NA,NA,200,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-04-17,7,NA,NA,264,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-04-17,18,NA,NA,165,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-04-17,14,NA,NA,461,NA,NA
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-17,6,NA,NA,168,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-17,16,NA,NA,282,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-17,10,NA,NA,166,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-17,6,NA,NA,143,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-04-17,20,NA,NA,385,NA,NA
Leicester,E06000016,Upper tier local authority,2020-04-17,11,NA,NA,468,NA,NA
Derby,E06000015,Upper tier local authority,2020-04-17,11,NA,NA,407,NA,NA
York,E06000014,Upper tier local authority,2020-04-17,12,NA,NA,182,NA,NA
North Lincolnshire,E06000013,Upper tier local authority,2020-04-17,19,NA,NA,199,NA,NA
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-17,9,NA,NA,100,NA,NA
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-17,13,NA,NA,345,NA,NA
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-17,15,NA,NA,247,NA,NA
Blackpool,E06000009,Upper tier local authority,2020-04-17,20,NA,NA,246,NA,NA
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-17,5,NA,NA,230,NA,NA
Warrington,E06000007,Upper tier local authority,2020-04-17,13,NA,NA,453,NA,NA
Halton,E06000006,Upper tier local authority,2020-04-17,10,NA,NA,265,NA,NA
Darlington,E06000005,Upper tier local authority,2020-04-17,6,NA,NA,181,NA,NA
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-17,2,NA,NA,265,NA,NA
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-17,6,NA,NA,218,NA,NA
Middlesbrough,E06000002,Upper tier local authority,2020-04-17,18,NA,NA,382,NA,NA
England,E92000001,Nation,2020-04-16,3446,3443,3,90655,90659,-4
South West,E12000009,Region,2020-04-16,239,NA,NA,4554,NA,NA
South East,E12000008,Region,2020-04-16,614,NA,NA,12755,NA,NA
London,E12000007,Region,2020-04-16,483,NA,NA,21316,NA,NA
East of England,E12000006,Region,2020-04-16,294,NA,NA,7628,NA,NA
West Midlands,E12000005,Region,2020-04-16,387,NA,NA,9446,NA,NA
East Midlands,E12000004,Region,2020-04-16,201,NA,NA,5129,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-04-16,272,NA,NA,6900,NA,NA
North West,E12000002,Region,2020-04-16,575,NA,NA,13834,NA,NA
North East,E12000001,Region,2020-04-16,190,NA,NA,5366,NA,NA
Worcestershire,E10000034,Upper tier local authority,2020-04-16,35,NA,NA,861,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-04-16,49,NA,NA,838,NA,NA
Warwickshire,E10000031,Upper tier local authority,2020-04-16,38,NA,NA,830,NA,NA
Surrey,E10000030,Upper tier local authority,2020-04-16,72,NA,NA,2031,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-04-16,52,NA,NA,656,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-04-16,51,NA,NA,1186,NA,NA
Somerset,E10000027,Upper tier local authority,2020-04-16,31,NA,NA,314,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-04-16,48,NA,NA,1175,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-04-16,35,NA,NA,851,NA,NA
North Yorkshire,E10000023,Upper tier local authority,2020-04-16,24,NA,NA,610,NA,NA
Northamptonshire,E10000021,Upper tier local authority,2020-04-16,27,NA,NA,868,NA,NA
Norfolk,E10000020,Upper tier local authority,2020-04-16,47,NA,NA,947,NA,NA
Lincolnshire,E10000019,Upper tier local authority,2020-04-16,35,NA,NA,614,NA,NA
Leicestershire,E10000018,Upper tier local authority,2020-04-16,46,NA,NA,666,NA,NA
Lancashire,E10000017,Upper tier local authority,2020-04-16,90,NA,NA,2023,NA,NA
Kent,E10000016,Upper tier local authority,2020-04-16,167,NA,NA,2372,NA,NA
Hertfordshire,E10000015,Upper tier local authority,2020-04-16,57,NA,NA,1826,NA,NA
Hampshire,E10000014,Upper tier local authority,2020-04-16,76,NA,NA,2067,NA,NA
Gloucestershire,E10000013,Upper tier local authority,2020-04-16,57,NA,NA,898,NA,NA
Essex,E10000012,Upper tier local authority,2020-04-16,54,NA,NA,1895,NA,NA
East Sussex,E10000011,Upper tier local authority,2020-04-16,14,NA,NA,418,NA,NA
Devon,E10000008,Upper tier local authority,2020-04-16,20,NA,NA,513,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-04-16,28,NA,NA,899,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-04-16,37,NA,NA,1470,NA,NA
Cambridgeshire,E10000003,Upper tier local authority,2020-04-16,30,NA,NA,528,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-04-16,28,NA,NA,620,NA,NA
Westminster,E09000033,Upper tier local authority,2020-04-16,10,NA,NA,553,NA,NA
Wandsworth,E09000032,Upper tier local authority,2020-04-16,19,NA,NA,831,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-04-16,7,NA,NA,628,NA,NA
Tower Hamlets,E09000030,Upper tier local authority,2020-04-16,10,NA,NA,548,NA,NA
Sutton,E09000029,Upper tier local authority,2020-04-16,18,NA,NA,580,NA,NA
Southwark,E09000028,Upper tier local authority,2020-04-16,20,NA,NA,1072,NA,NA
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-16,11,NA,NA,326,NA,NA
Redbridge,E09000026,Upper tier local authority,2020-04-16,13,NA,NA,588,NA,NA
Newham,E09000025,Upper tier local authority,2020-04-16,13,NA,NA,849,NA,NA
Merton,E09000024,Upper tier local authority,2020-04-16,14,NA,NA,574,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-04-16,15,NA,NA,787,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-04-16,18,NA,NA,1014,NA,NA
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-16,19,NA,NA,369,NA,NA
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-16,9,NA,NA,403,NA,NA
Islington,E09000019,Upper tier local authority,2020-04-16,6,NA,NA,364,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-04-16,10,NA,NA,556,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-04-16,14,NA,NA,601,NA,NA
Havering,E09000016,Upper tier local authority,2020-04-16,19,NA,NA,548,NA,NA
Harrow,E09000015,Upper tier local authority,2020-04-16,16,NA,NA,755,NA,NA
Haringey,E09000014,Upper tier local authority,2020-04-16,4,NA,NA,484,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-16,25,NA,NA,470,NA,NA
Hackney,E09000012,Upper tier local authority,2020-04-16,6,NA,NA,548,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-04-16,9,NA,NA,555,NA,NA
Enfield,E09000010,Upper tier local authority,2020-04-16,18,NA,NA,673,NA,NA
Ealing,E09000009,Upper tier local authority,2020-04-16,16,NA,NA,908,NA,NA
Croydon,E09000008,Upper tier local authority,2020-04-16,31,NA,NA,1179,NA,NA
Camden,E09000007,Upper tier local authority,2020-04-16,10,NA,NA,499,NA,NA
Bromley,E09000006,Upper tier local authority,2020-04-16,25,NA,NA,890,NA,NA
Brent,E09000005,Upper tier local authority,2020-04-16,34,NA,NA,1187,NA,NA
Bexley,E09000004,Upper tier local authority,2020-04-16,21,NA,NA,508,NA,NA
Barnet,E09000003,Upper tier local authority,2020-04-16,13,NA,NA,1066,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-16,10,NA,NA,390,NA,NA
Gateshead,E08000037,Upper tier local authority,2020-04-16,14,NA,NA,552,NA,NA
Wakefield,E08000036,Upper tier local authority,2020-04-16,11,NA,NA,395,NA,NA
Leeds,E08000035,Upper tier local authority,2020-04-16,52,NA,NA,876,NA,NA
Kirklees,E08000034,Upper tier local authority,2020-04-16,19,NA,NA,417,NA,NA
Calderdale,E08000033,Upper tier local authority,2020-04-16,5,NA,NA,181,NA,NA
Bradford,E08000032,Upper tier local authority,2020-04-16,16,NA,NA,538,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-04-16,26,NA,NA,556,NA,NA
Walsall,E08000030,Upper tier local authority,2020-04-16,23,NA,NA,673,NA,NA
Solihull,E08000029,Upper tier local authority,2020-04-16,11,NA,NA,426,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-04-16,33,NA,NA,731,NA,NA
Dudley,E08000027,Upper tier local authority,2020-04-16,36,NA,NA,561,NA,NA
Coventry,E08000026,Upper tier local authority,2020-04-16,16,NA,NA,508,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-04-16,80,NA,NA,2236,NA,NA
Sunderland,E08000024,Upper tier local authority,2020-04-16,24,NA,NA,844,NA,NA
South Tyneside,E08000023,Upper tier local authority,2020-04-16,30,NA,NA,333,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-04-16,10,NA,NA,367,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-16,21,NA,NA,696,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-04-16,47,NA,NA,1633,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-04-16,14,NA,NA,484,NA,NA
Doncaster,E08000017,Upper tier local authority,2020-04-16,21,NA,NA,301,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-04-16,9,NA,NA,460,NA,NA
Wirral,E08000015,Upper tier local authority,2020-04-16,26,NA,NA,759,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-16,18,NA,NA,633,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-04-16,23,NA,NA,467,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-16,44,NA,NA,1117,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-04-16,20,NA,NA,386,NA,NA
Wigan,E08000010,Upper tier local authority,2020-04-16,25,NA,NA,420,NA,NA
Trafford,E08000009,Upper tier local authority,2020-04-16,18,NA,NA,451,NA,NA
Tameside,E08000008,Upper tier local authority,2020-04-16,16,NA,NA,363,NA,NA
Stockport,E08000007,Upper tier local authority,2020-04-16,21,NA,NA,612,NA,NA
Salford,E08000006,Upper tier local authority,2020-04-16,31,NA,NA,444,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-04-16,12,NA,NA,316,NA,NA
Oldham,E08000004,Upper tier local authority,2020-04-16,25,NA,NA,437,NA,NA
Manchester,E08000003,Upper tier local authority,2020-04-16,15,NA,NA,828,NA,NA
Bury,E08000002,Upper tier local authority,2020-04-16,14,NA,NA,305,NA,NA
Bolton,E08000001,Upper tier local authority,2020-04-16,23,NA,NA,541,NA,NA
Dorset,E06000059,Upper tier local authority,2020-04-16,4,NA,NA,234,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-16,26,NA,NA,321,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-04-16,17,NA,NA,556,NA,NA
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-16,6,NA,NA,365,NA,NA
Bedford,E06000055,Upper tier local authority,2020-04-16,20,NA,NA,318,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-04-16,14,NA,NA,317,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-16,25,NA,NA,384,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-04-16,15,NA,NA,319,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-16,20,NA,NA,544,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-04-16,34,NA,NA,572,NA,NA
County Durham,E06000047,Upper tier local authority,2020-04-16,38,NA,NA,892,NA,NA
Isle of Wight,E06000046,Upper tier local authority,2020-04-16,8,NA,NA,68,NA,NA
Southampton,E06000045,Upper tier local authority,2020-04-16,14,NA,NA,325,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-04-16,6,NA,NA,223,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-04-16,11,NA,NA,289,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-04-16,16,NA,NA,377,NA,NA
Wokingham,E06000041,Upper tier local authority,2020-04-16,17,NA,NA,250,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-16,14,NA,NA,199,NA,NA
Slough,E06000039,Upper tier local authority,2020-04-16,8,NA,NA,306,NA,NA
Reading,E06000038,Upper tier local authority,2020-04-16,28,NA,NA,341,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-04-16,17,NA,NA,223,NA,NA
Bracknell Forest,E06000036,Upper tier local authority,2020-04-16,5,NA,NA,162,NA,NA
Medway,E06000035,Upper tier local authority,2020-04-16,16,NA,NA,471,NA,NA
Thurrock,E06000034,Upper tier local authority,2020-04-16,9,NA,NA,227,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-16,3,NA,NA,254,NA,NA
Luton,E06000032,Upper tier local authority,2020-04-16,4,NA,NA,472,NA,NA
Peterborough,E06000031,Upper tier local authority,2020-04-16,12,NA,NA,140,NA,NA
Swindon,E06000030,Upper tier local authority,2020-04-16,16,NA,NA,256,NA,NA
Torbay,E06000027,Upper tier local authority,2020-04-16,1,NA,NA,111,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-04-16,4,NA,NA,193,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-04-16,6,NA,NA,257,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-04-16,3,NA,NA,147,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-04-16,28,NA,NA,447,NA,NA
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-16,4,NA,NA,162,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-16,12,NA,NA,266,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-16,6,NA,NA,156,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-16,5,NA,NA,137,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-04-16,15,NA,NA,365,NA,NA
Rutland,E06000017,Upper tier local authority,2020-04-16,1,NA,NA,13,NA,NA
Leicester,E06000016,Upper tier local authority,2020-04-16,10,NA,NA,457,NA,NA
Derby,E06000015,Upper tier local authority,2020-04-16,4,NA,NA,396,NA,NA
York,E06000014,Upper tier local authority,2020-04-16,10,NA,NA,170,NA,NA
North Lincolnshire,E06000013,Upper tier local authority,2020-04-16,12,NA,NA,180,NA,NA
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-16,1,NA,NA,91,NA,NA
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-16,21,NA,NA,332,NA,NA
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-16,10,NA,NA,232,NA,NA
Blackpool,E06000009,Upper tier local authority,2020-04-16,16,NA,NA,226,NA,NA
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-16,11,NA,NA,225,NA,NA
Warrington,E06000007,Upper tier local authority,2020-04-16,26,NA,NA,440,NA,NA
Halton,E06000006,Upper tier local authority,2020-04-16,10,NA,NA,255,NA,NA
Darlington,E06000005,Upper tier local authority,2020-04-16,5,NA,NA,175,NA,NA
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-16,8,NA,NA,263,NA,NA
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-16,6,NA,NA,212,NA,NA
Middlesbrough,E06000002,Upper tier local authority,2020-04-16,12,NA,NA,364,NA,NA
Hartlepool,E06000001,Upper tier local authority,2020-04-16,5,NA,NA,112,NA,NA
England,E92000001,Nation,2020-04-15,3630,3633,-3,87209,87216,-7
South West,E12000009,Region,2020-04-15,210,NA,NA,4315,NA,NA
South East,E12000008,Region,2020-04-15,640,NA,NA,12141,NA,NA
London,E12000007,Region,2020-04-15,554,NA,NA,20833,NA,NA
East of England,E12000006,Region,2020-04-15,267,NA,NA,7334,NA,NA
West Midlands,E12000005,Region,2020-04-15,375,NA,NA,9059,NA,NA
East Midlands,E12000004,Region,2020-04-15,173,NA,NA,4928,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-04-15,387,NA,NA,6628,NA,NA
North West,E12000002,Region,2020-04-15,579,NA,NA,13259,NA,NA
North East,E12000001,Region,2020-04-15,226,NA,NA,5176,NA,NA
Worcestershire,E10000034,Upper tier local authority,2020-04-15,42,NA,NA,826,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-04-15,34,NA,NA,789,NA,NA
Warwickshire,E10000031,Upper tier local authority,2020-04-15,27,NA,NA,792,NA,NA
Surrey,E10000030,Upper tier local authority,2020-04-15,111,NA,NA,1959,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-04-15,36,NA,NA,604,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-04-15,55,NA,NA,1135,NA,NA
Somerset,E10000027,Upper tier local authority,2020-04-15,18,NA,NA,283,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-04-15,38,NA,NA,1127,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-04-15,29,NA,NA,816,NA,NA
North Yorkshire,E10000023,Upper tier local authority,2020-04-15,36,NA,NA,586,NA,NA
Northamptonshire,E10000021,Upper tier local authority,2020-04-15,29,NA,NA,841,NA,NA
Norfolk,E10000020,Upper tier local authority,2020-04-15,55,NA,NA,900,NA,NA
